,Nombre,Genero,Artistas,Album,Popularidad,Duracion,Explicito
1634,sin_nombre,electro,Maxxi,Not Suspicious,16.0,153606.0,Falso
1635,sin_nombre,electro,Sungazer,"Sungazer, Vol. 2",17.0,256750.0,sin_valor
1636,Electronic Vipes,electro,Dj CLINGY B,Electronic Vipes,31.0,137115.0,Falso
1637,Electro Swing,electro,Clax,Electro Swing,19.0,87794.0,Verdadero
1638,Electro,electro,Platinummouf,Four More,11.0,152000.0,Falso
1639,sin_nombre,electro,DC The Don,SACRED HEART 2 (+),32.0,216942.0,Verdadero
1640,Electro Remix,electro,"Alvin Risk, Hans Zimmer",The Amazing Spider-Man 2 (The Original Motion Picture Soundtrack) [Deluxe],17.0,208253.0,Falso
1641,Electro,electro,sin_artista,Oscuro,21.0,124674.0,Falso
1642,Electronic Memories (feat. Mickey Kojak),electro,"k?d, Mickey Kojak",Find Paradise,31.0,237346.0,Falso
1643,Electro Fire,electro,Hazerwave,Party Anthem,10.0,88240.0,Falso
1644,ELECTRO,electro,AGENT GISENYI,ELECTRO,8.0,36099.0,Falso
1645,Electrocution,electro,Automatic,Signal,33.0,150146.0,Falso
1646,Tales of Forgotten Biomes,electro,Electronic Visions,Tales of Forgotten Biomes,16.0,206118.0,Falso
1647,ELECTRO,electro,Zola,DIAMANT DU BLED,41.0,85813.0,Verdadero
1648,"Electrodrome (from ""Mario Kart 8"") - Remix",electro,Neon X,"Electrodrome (from ""Mario Kart 8"") [Remix]",18.0,200287.0,Falso
1649,ELECTRO,electro,ps roni,ELEMENTAL,7.0,96604.0,Falso
1650,Electronic Girl,electronic,Chinese Football,Here comes a new challenger!,37.0,310432.0,Falso
1651,Electronic Lover,electronic,Breathe Electric,Lovestruck,28.0,192000.0,Falso
1652,Electronic,electronic,"Jorvik Blais, Perrin Wilder",Talk Therapy,15.0,241601.0,Falso
1653,Electronic Vipes,electronic,sin_artista,Electronic Vipes,31.0,137115.0,Falso
1654,Electronica,Sin genero,MELVV,Voltage / Electronica,18.0,116800.0,Falso
1655,Electronic,electronic,Burhan Kulle,sin_album,6.0,175875.0,Falso
1656,ELECTRONICS,electronic,DC The Don,SACRED HEART 2 (+),32.0,216942.0,Verdadero
1657,Atmospheric River,electronic,Electronic Visions,Atmospheric River,21.0,194018.0,Falso
1658,Electronic,electronic,Mind Amend,ADD ADHD Intense Relief 10Hz to 40Hz Isochronic Tones,9.0,1500004.0,Falso
1659,Electronic Memories (feat. Mickey Kojak),electronic,"k?d, Mickey Kojak",Find Paradise,31.0,237346.0,Falso
1660,Tales of Forgotten Biomes,electronic,Electronic Visions,Tales of Forgotten Biomes,16.0,206118.0,Falso
1661,Electronic,electronic,Ko Nge Gyi,sin_album,5.0,298181.0,Falso
1662,Electronic Sound Pictures,electronic,Jon Kennedy,Corporeal,35.0,224532.0,Falso
1663,Electronic Love,electronic,"Devan, RUDEY",Blue Light,19.0,139683.0,Falso
1664,Electronic,electronic,5ht the Band,Mostly Harmless,4.0,67360.0,Falso
1665,ELECTRÓNICA,electronic,sin_artista,Metrolo Clasicos Romanticos Part2,28.0,185808.0,Falso
1666,Electronic Weeping - Early Version,electronic,Space Music Redux,Electronic Experiments,14.0,55500.0,Falso
1668,Electronica In Velvet Room,electronic,アトラスサウンドチーム,ペルソナ4 オリジナル・サウンドトラック,30.0,285200.0,Falso
1669,Electronic Throat,electronic,He Is Legend,Suck Out The Poison,18.0,201040.0,Falso
1670,electronic,electronic,Pinkowski,dread,3.0,76954.0,Falso
1671,The Ex On,electronic,Electronic Music Exploration,Electronic Furtherance,15.0,209500.0,Falso
1672,Electronic,electronic,A'Gun,Electronic,15.0,236985.0,Falso
1673,Electronic Renaissance,electronic,Belle and Sebastian,Tigermilk,26.0,290920.0,sin_valor
1674,Electronica IM02,electronic,"ScaryON, BassnPanda, Atomic Heart","Atomic Heart, Vol.3 (Original Game Soundtrack)",22.0,180739.0,Falso
1675,sin_nombre,electronic,"Music of Nature, Relaxing Piano Music Cool, Water Effects Center",Orchestrated Piano and Rain Notes,3.0,120000.0,Falso
1676,Electronic Soundscape Tranquility,electronic,The Quiet Path,Quiet Shores,23.0,112000.0,Falso
1677,Electronic Weeping,electronic,Space Music Redux,Electronic Experiments,14.0,61500.0,Falso
1678,electronic,electronic,Electronic Ecstasy,Electronic Ecstasy,1.0,45322.0,Falso
1679,Electronic Circus Weapon,electronic,Dada Life,"Blood, Sweat & Smiles",31.0,212335.0,Falso
1680,Glass Cube,electronic,"Electronic Visions, John Dunder",Glass Cube,13.0,248727.0,Falso
1681,Electronic,electronic,"JNXD, Drean",Electronic,15.0,204562.0,Falso
1682,Electronic Rhythm,electronic,Kid Cecille,Electronic Rhythm,28.0,142206.0,Falso
1683,Get The Message - Single Remix,Sin genero,Electronic,Get The Message - The Best Of Electronic,24.0,231960.0,Falso
1684,Electronic,electronic,Jamix Project,Electronic,11.0,156000.0,Falso
1685,Electronic Euphoria,electronic,sin_artista,Symphony of Lost Dreams,19.0,205938.0,Falso
1686,Electropleasure,electronic,Electronic Music Exploration,Electronic Furtherance,9.0,82000.0,Falso
1687,Electronic,electronic,Astral Projection,The Astral Files,6.0,544933.0,Falso
1688,Electronic Escape,electronic,Weeks Block,Thotty,18.0,135007.0,Falso
1689,The Ex Pop,electronic,Electronic Music Exploration,Electronic Furtherance,9.0,116000.0,Falso
1690,Electronic,electronic,Mind Amend,Peak Focus For Complex Tasks Isochronic Tones Study Music,1.0,3600014.0,Falso
1691,Electronica Revolution,electronic,the michael rd,Energetic Atmosphere,19.0,166955.0,Falso
1692,Moon Shadow,electronic,Electronic Visions,Moon Shadow,17.0,218666.0,Falso
1694,Electronic Dream,electronic,araabMUZIK,Electronic Dream,21.0,152158.0,Falso
1695,Fast Dancing,Sin genero,sin_artista,Electronic Furtherance,9.0,119000.0,Falso
1696,Electronic,electronic,Jeilah,Electronic,0.0,241000.0,Falso
1697,Electronic Ecstasy,electronic,CROMHI,We Go Fast,15.0,123879.0,Falso
1698,Electronic,electronic,TQ,Kind of Blue,0.0,239072.0,Verdadero
1699,Electronic Sea,electronic,"East Forest, Ram Dass, Stic.Man",Ram Dass,23.0,252946.0,Falso
1700,Emo Boy,emo,Ayesha Erotica,Big Juicy,68.0,154096.0,Verdadero
1701,emo girl (feat. WILLOW),emo,"mgk, WILLOW",mainstream sellout,58.0,159096.0,Verdadero
1702,Emotionally Scarred,emo,Lil Baby,My Turn,63.0,197529.0,Verdadero
1703,Emociones,emo,Hades66,Emociones,68.0,124374.0,Falso
1704,emotions,emo,iann dior,nothings ever good enough,62.0,131213.0,Falso
1705,Emotional privilege,emo,Jody R,Emotional privilege,64.0,176000.0,Falso
1706,Emotions,emo,Mariah Carey,Emotions,56.0,248093.0,Falso
1707,Emotions,emo,Brenda Lee,Emotions,58.0,171226.0,Falso
1708,Emotionless,emo,Drake,Scorpion,57.0,302173.0,Verdadero
1709,Emotion,emo,Destiny's Child,Survivor,53.0,236400.0,Falso
1710,sin_nombre,Sin genero,"Samantha Sang, Bee Gees",Emotion,51.0,237293.0,Falso
1711,Emotional Torn,emo,YoungBoy Never Broke Again,Until I Return,49.0,187956.0,Verdadero
1712,Emotional Rescue - Remastered 2009,emo,The Rolling Stones,Emotional Rescue (2009 Re-Mastered),48.0,339400.0,Falso
1713,Emorio,emo,"Trinix, Fafá de Belém",Emorio,64.0,163840.0,Falso
1714,Emotional Vacation,emo,Stephen Sanchez,Angel Face (Club Deluxe),49.0,211923.0,Falso
1715,Emo Love,emo,YoungBoy Never Broke Again,Colors,44.0,181574.0,Verdadero
1716,emo girl (feat. WILLOW),emo,"mgk, WILLOW",mainstream sellout (life in pink deluxe),36.0,159096.0,Verdadero
1717,Emo Rockstar,emo,YoungBoy Never Broke Again,Colors,44.0,192000.0,Verdadero
1718,emo girl,emo,Paige Six,emo girl,33.0,157671.0,Falso
1719,Emotions,emo,H-Town,Beggin After Dark,42.0,297273.0,sin_valor
1721,Emotional Killer,emo,Lil Loaded,A Demon In 6lue,45.0,158662.0,Verdadero
1722,Emo,emo,blink-182,Dude Ranch,31.0,170573.0,Falso
1724,Emoji of a Wave,emo,John Mayer,The Search for Everything,48.0,239666.0,Falso
1725,Emo,emo,Muyeez,Muyeez (Deluxe),41.0,160909.0,Falso
1726,Emotionless,emo,Red Sun Rising,Polyester Zeal,41.0,262733.0,Falso
1727,Emo,emo,blink-182,Dude Ranch,29.0,170560.0,Falso
1728,Emotions,emo,Ashtanga,Emotions,44.0,168000.0,Falso
1729,sin_nombre,emo,Confetti,Emo,21.0,139568.0,sin_valor
1730,Emotional Prism,emo,Mikazuki BIGWAVE,Emotional Prism,48.0,273086.0,Falso
1731,emo,emo,kofun,najma trapfinessecult,16.0,74553.0,Verdadero
1732,Emotional Rollercoaster,emo,Vivian Green,A Love Story,40.0,196373.0,Falso
1734,Emotional,Sin genero,Carl Thomas,Emotional,40.0,271867.0,Falso
1735,Emo,emo,sin_artista,Emo,34.0,121905.0,Verdadero
1737,EMO,emo,二少君,EMO,6.0,210666.0,Falso
1738,Emotion,emo,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),43.0,197351.0,Falso
1739,EMO,emo,Corre Forrest!,Hace Tanto Tiempo Que No Te Veo,10.0,228400.0,Falso
1740,Emotion,emo,Bee Gees,The Record - Their Greatest Hits,49.0,218493.0,Falso
1741,EMO,emo,Coogie,EMO #1,10.0,141502.0,Verdadero
1742,Emotional,emo,"Flux Pavilion, Matthew Koma",Tesla,40.0,235275.0,Falso
1743,Emo,emo,TopOppGen,All I Know is 6ix,5.0,115588.0,Verdadero
1744,Sweet Emotion,emo,Aerosmith,Toys In The Attic,69.0,274088.0,Falso
1745,EMO,emo,Pasto Flocco,Disturbing The Peace,4.0,120736.0,Verdadero
1746,Best of My Love,emo,The Emotions,Rejoice,67.0,220560.0,Falso
1748,When Love Takes Over,emo,NO EMOTION,When Love Takes Over,63.0,126890.0,Falso
1749,Emo,emo,new.wav,Dude Ranch (Completely Covered),6.0,205826.0,Falso
1750,Folk,folk,AIKON,Four to the Floor 21,21.0,356102.0,Falso
1751,Folks Who Live On A Hill,folk,Joyce Trio,Folks Who Live On A Hill,45.0,229195.0,Falso
1752,Folk,folk,Indiebeat,Sounds From Ibiza,16.0,164000.0,Falso
1753,Young Folks,folk,Peter Bjorn and John,Writer's Block,72.0,276693.0,Falso
1755,Folkin' Around,folk,Panic! At The Disco,Pretty. Odd.,34.0,115466.0,Falso
1756,folk,folk,Sens,fair,3.0,86517.0,Falso
1757,Folk Song,folk,The Sundays,Static & Silence,32.0,183893.0,Falso
1759,Folks Back Home,folk,Kidd G,Down Home Boy,28.0,185069.0,Falso
1760,Folk,folk,Tram,Frequently Asked Questions,2.0,191853.0,Falso
1761,Folk Tales,folk,Medieval Lofi,"Medieval Lofi, Vol. 12",29.0,90493.0,Falso
1762,Folk,folk,Lunatic Souls,Timeless Reverie,0.0,91777.0,Falso
1763,Folks,folk,Cody Jinks,Adobe Sessions,27.0,152170.0,Falso
1764,Folk,folk,Sugarplastic,Resin,0.0,133893.0,Falso
1765,Folk Song from the Settlement on the Edge of the Earth,folk,"Sewerperson, Eric Godlow",Dream Hopping,27.0,203312.0,Verdadero
1767,Folk-Metaphysics,Sin genero,Milo,things that happen at day // things that happen at night,27.0,281853.0,Verdadero
1768,sin_nombre,folk,Alan Berlin,Celtic Irish Relax,1.0,136045.0,Falso
1769,"Folk Song Arrangements: O Waly, Waly",folk,"Benjamin Britten, Toronto Children's Chorus",Mostly Britten,30.0,202840.0,Falso
1770,Folk,folk,"Bobby Baker, Joel Baker, Nick Brewer",Folk,3.0,128919.0,Falso
1771,Folk-Hop Sound,folk,Judah & the Lion,Folk Hop n' Roll (Deluxe),22.0,223640.0,Falso
1772,Folk,folk,Shittho,Folk,3.0,130520.0,Falso
1773,Folk Jam,folk,Pavement,Terror Twilight,26.0,214573.0,Verdadero
1774,sin_nombre,Sin genero,Sergey Neiss,Beyond Skyrim: Three Kingdoms (Original Game Soundtrack),1.0,31000.0,sin_valor
1775,Folkvangr,folk,Peter Gundry,Volur,28.0,249500.0,Falso
1777,Folkvangr,folk,Danheim,Mannavegr,30.0,240022.0,Falso
1778,Folk,folk,"Lototskiy, CLOSEFLY, Denys Ivaniv, Yaryna Sizyk",Folk,3.0,220420.0,Falso
1779,Folks Like Us,folk,Montgomery Gentry,Folks Like Us,22.0,188360.0,Falso
1780,folk,folk,Koki Okamoto,時のぬけがら,0.0,246910.0,Falso
1781,folklores,folk,Tatami Construct,forest,27.0,118846.0,Falso
1782,Folk,folk,ProLuxeStudio,Upbeat Acoustic Music,0.0,171702.0,Falso
1783,Gossip Folks (feat. Ludacris),folk,"Missy Elliott, Ludacris",Summer in the South & Midwest,0.0,234893.0,Verdadero
1784,sin_nombre,folk,sin_artista,Northbound,0.0,411280.0,Falso
1785,sin_nombre,folk,Luke Combs,sin_album,46.0,267306.0,Falso
1787,Folks Like Us,folk,"Evil Ebenezer, Merkules",Bandit,22.0,220655.0,Verdadero
1788,folk,folk,Phe simi,folk,0.0,146692.0,Falso
1789,Folkwig,folk,Kveld,Sunnasritual,25.0,222031.0,Falso
1790,Folk,folk,"Adrian Utley, Will Gregory",Arcadia (Music from the Motion Picture),0.0,83986.0,Falso
1791,Folk Song #1,folk,Eric Legnini Trio,Ballads,28.0,149706.0,Falso
1792,Folk,folk,Yibby,Lost in translation,1.0,168112.0,Verdadero
1793,Folks,folk,LØREN,Put Up a Fight,27.0,201777.0,Verdadero
1794,Folk,folk,sin_artista,sin_album,0.0,200409.0,Falso
1796,Folk,folk,7osiah,7igures & 4elonies,0.0,264672.0,Verdadero
1797,Folk Art Masterpiece,folk,Willi Carlisle,Too Nice to Mean Much,17.0,191000.0,Falso
1798,Folk,folk,"Sobranie 8 18, Venusinshoes",Folk,0.0,312000.0,Falso
1799,Folklore,folk,Medieval Lofi,"Medieval Lofi, Vol. 10",19.0,123288.0,Falso
1800,Mtg Forró e Desmantelo,forro,"dj sv, Doug Hits, Manim Vaqueiro",Mtg Forró e Desmantelo,78.0,149538.0,Verdadero
1801,Forró Do Sertão,forro,Dominguinhos,Play nas festas juninas,0.0,186413.0,Falso
1802,Forró e Desmantelo,forro,Manim Vaqueiro,SENTIMENTO,65.0,162646.0,Falso
1803,Acabou,forro,Forró Boys,"É Nóis na Fita!, Vol. 4",44.0,255600.0,Verdadero
1806,Forro Da Fruta - Bonus Track,forro,"Carlinhos Brown, Mikael Mutti",Rio: Music From The Motion Picture,21.0,131120.0,Falso
1807,Casca de Bala,forro,Thullio Milionário,A Cara das Vaquejadas 3.0,74.0,133360.0,Falso
1808,Forró Do Pega Rela,forro,Amelinha,Play nas festas juninas,0.0,173266.0,Falso
1809,sin_nombre,forro,Os Barões Da Pisadinha,As Melhores 2018,58.0,203075.0,Falso
1810,Forró pro Mundo,forro,Adelmario Coelho,Forró pro Mundo,25.0,184773.0,Falso
1811,Forrozinho Fire On Fire,forro,Dudu Batidão,Forrozinho Fire On Fire,41.0,132284.0,Falso
1812,Forrozinho Vem Moreninho,forro,sin_artista,Forrozinho Vem Moreninho,23.0,156042.0,Falso
1813,Forró,forro,PPJ,Trindade,11.0,187054.0,Falso
1814,Forró com Rave,forro,"Eric Land, Dj Guuga",Forró com Rave,43.0,161812.0,Verdadero
1815,Forro,forro,The Little Ones,The Dawn Sang Along,2.0,172573.0,Falso
1817,Forro,forro,Cafe Accordion Orchestra,On Holiday,1.0,197653.0,Falso
1818,Forró pela Manhã,forro,Hermeto Pascoal,E Sua Visão Original do Forró,27.0,121386.0,Falso
1819,Forró,forro,Sivuca,BRASIL,0.0,262893.0,Falso
1820,Forrô No Escuro,forro,Luiz Gonzaga,O Reino do Baião,18.0,179560.0,Falso
1821,Forró,forro,Alejandro Magaña Martinez,Recollections Vol. 2,0.0,179660.0,Falso
1822,Forrologia / Olha pro céu,forro,Alcymar Monteiro,Sucessos de Alcymar Monteiro,18.0,214800.0,Falso
1823,Forro,forro,PMW Studio Musicians,Os Mais Populares Viras de Sempre!,1.0,207046.0,Falso
1824,Forrozin Pode Dá Tapa na Cara,forro,Dj Mandrake Nordestino,Forrozinho Marca Zam,18.0,154800.0,Verdadero
1825,Forró,forro,Brasil Guitar Duo,Brasil Guitar Duo Plays Gismonti,0.0,573855.0,Falso
1826,Forróvérű lány,forro,"Rubay, GL",Forróvérű lány,18.0,222981.0,Verdadero
1827,Forró,forro,"Quinteto Violado, As Januárias",Forró,11.0,156170.0,Falso
1828,Forró Do Xenhenhém / Numa Sala De Reboco - Ao Vivo,forro,Juliette,São Juão (Ao Vivo),41.0,149503.0,Falso
1829,Forró,forro,Baiano E Os Novos Caetanos,"Baiano & Os Novos Caetanos, Vol. 2",7.0,175173.0,Falso
1830,Forró no Escuro,forro,Luiz Gonzaga,Luiz Gonzaga Sua Sanfona E Sua Simpatia,39.0,179666.0,Falso
1831,Forro,forro,Giacomo Bondi,Bossanova Cocktail Bar,1.0,191204.0,Falso
1832,Forró Alegre,forro,"Zé Piatá, Banda Xerém Com Coentro",Forró na Fazendinha Forró Alegre,17.0,126133.0,Falso
1833,Forró,forro,Celio Balona,Trilhas,0.0,157466.0,Falso
1834,Forró do Xenhenhem,forro,Arraial Balão Dourado,São João Redondo - A Festa dos Mamulengueiros,17.0,79725.0,Falso
1835,Forró,forro,Egberto Gismonti Group,Música De Sobrevivência,1.0,725506.0,Falso
1836,Piseiro Tocando Alto,forro,Forró do HF,Piseiro Tocando Alto,58.0,108931.0,Falso
1837,FORRO,forro,Octavio Suñé,Tiempos Extraños,1.0,217808.0,Verdadero
1838,Forró de Cabo a Rabo / De Fiá Pavi,forro,"Luiz Gonzaga, Dominguinhos",Baião de Dois,44.0,173040.0,Falso
1839,Forró,forro,The Hi-Fly Orchestra,Get Ready,0.0,349400.0,Falso
1840,GOOD DAY,forro,Forrest Frank,GOOD DAY,69.0,170521.0,Falso
1841,Forró,forro,Daniel Podsk,Relembrando PE,0.0,271373.0,Falso
1842,UP!,forro,"Forrest Frank, Connor Price",sin_album,71.0,136968.0,Falso
1843,Forro,Sin genero,Lior,Autumn Flow - 10th Anniversary Edition Edition,0.0,219786.0,Falso
1844,Forró do Xenhenhem,forro,Alcione,Fogo da Vida,40.0,185173.0,Falso
1845,Forro,forro,Giacomo Bondi,Rainy Day Bossanova Playlist,0.0,191204.0,Falso
1846,Forró no Malagueta,forro,Forroçacana,Forróçacana,36.0,222293.0,Falso
1847,Forro,forro,SHEEP GOT WAXED,Pushy,0.0,216986.0,Falso
1848,Forrozinho Leão,forro,Dudu Batidão,Forrozinho Sofrência,32.0,120500.0,Falso
1849,Forró,forro,sin_artista,temperamentumok,0.0,239817.0,Falso
1850,French Inhale (feat. Mike Posner),french,sin_artista,Mac and Devin Go To High School (Music From and Inspired By The Movie),44.0,159360.0,Verdadero
1851,French Exit,french,sin_artista,Radical Optimism,66.0,201286.0,Falso
1852,French Escapades,french,Conjure kid,French Escapades,49.0,141690.0,Falso
1853,Unforgettable,french,"French Montana, Swae Lee",Jungle Rules,82.0,233901.0,Verdadero
1854,Okay,french,"French Montana, Lil Baby, ATL Jacob",Mac & Cheese 5,42.0,192195.0,Verdadero
1855,FRENCH DREAM,french,"CloZee, LSDREAM",LSZEE,46.0,248000.0,Falso
1857,sin_nombre,french,halfnoise,French Class,23.0,207586.0,Falso
1858,"French Suite No. 4 in E-Flat Major, BWV 815a: VI. Menuet",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,17.0,62640.0,Falso
1859,Eyes Glazed Over,french,French Cassettes,Benzene,27.0,178857.0,Falso
1860,Space,french,French Fuse,Space,47.0,184615.0,Falso
1861,"French Overture (Partita), BWV 831: III. Gavotte I",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,17.0,83253.0,Falso
1862,Normal Day,french,French Cassettes,Benzene,24.0,209854.0,sin_valor
1863,French (feat. Hodgy),french,"Tyler, The Creator, Hodgy",12 Odd Future Songs,36.0,243213.0,Verdadero
1864,"French Suite No. 2 in C Minor, BWV 813: II. Courante",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,17.0,120466.0,Falso
1866,French National Anthem,french,Marseillaise,French National Anthem,22.0,73982.0,Falso
1867,"French Suite No. 4 in E-Flat Major, BWV 815a: VII. Air",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,16.0,104826.0,Falso
1868,French Vol.1 03,french,French Café Jazz,"French Cafe Jazz, Je t'aime Paris",18.0,190000.0,Falso
1869,Dernière danse,french,Indila,Mini World,72.0,213493.0,Falso
1871,Up2You,french,French Cassettes,Benzene,21.0,194976.0,Falso
1872,French Navy,french,Camera Obscura,My Maudlin Career,40.0,198893.0,Falso
1873,"French Suite No. 6 in E Major, BWV 817: VII. Menuet",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,16.0,88493.0,Falso
1874,DDROPP,french,French 79,Olympic,32.0,330693.0,Falso
1875,sin_nombre,french,Cerys Gardner,Nice Guy,27.0,171666.0,Verdadero
1876,"French Overture (Partita), BWV 831: V. Passepied I",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,15.0,69933.0,Falso
1877,Baseball Bat,Sin genero,French Cassettes,Baseball Bat,23.0,225625.0,Falso
1878,French,french,"Verzache, sophie meiers",French,29.0,132923.0,Falso
1879,"French Suite No. 4 in E-Flat Major, BWV 815a: I. Praeludium",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,14.0,83373.0,Falso
1880,Cinema,french,"French Braids, Tailor",Cinema,24.0,211323.0,Falso
1881,french,french,They Are Gutting a Body of Water,Destiny XL,23.0,163813.0,Falso
1882,"French Suite No. 5 in G Major, BWV 816: V. Bourrée",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,13.0,77826.0,Falso
1883,Invisible Moon,french,French 79,Olympic,31.0,143320.0,Falso
1884,French,french,Goldyard™,Fuck Culture E.P,15.0,232380.0,Verdadero
1885,"French Suite No. 6 in E Major, BWV 817: IV. Gavotte",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,12.0,73400.0,Falso
1886,French Vol.1 04,french,French Café Jazz,"French Cafe Jazz, Je t'aime Paris",15.0,171000.0,Falso
1887,French,french,大森元貴,French,40.0,208115.0,Falso
1888,"French Suite No. 3 in B Minor, BWV 814: IV. Anglaise",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,12.0,89306.0,Falso
1889,French Vol.1 01,french,sin_artista,"French Cafe Jazz, Je t'aime Paris",16.0,155000.0,Falso
1890,French,french,Kate Voegele,French,9.0,148000.0,Verdadero
1891,"French Suite No. 5 in G Major, BWV 816: IV. Gavotte",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,11.0,73066.0,Falso
1892,French Vol.1 07,french,French Café Jazz,"French Cafe Jazz, Je t'aime Paris",15.0,176000.0,Falso
1894,"French Suite No. 2 in C Minor, BWV 813: IV. Air",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,11.0,79560.0,Falso
1895,Les feuilles mortes,french,French Fuse,Les feuilles mortes,34.0,200045.0,Falso
1896,french,french,will fm,after midnight,15.0,97401.0,Falso
1897,"French Suite No. 4 in E-Flat Major, BWV 815a: III. Courante",french,"Johann Sebastian Bach, Angela Hewitt",Bach & Friends,11.0,111426.0,Falso
1898,Vertigo Valley,french,French 79,Olympic,27.0,290413.0,Falso
1899,FRENCH,french,"NIGHT MESS, d3bAU4",FRENCH,11.0,186461.0,Falso
1900,Funkytown,funk,Lipps Inc.,Casablanca Records Greatest Hits,50.0,239226.0,Falso
1901,FUNKED UP - SLOWED,funk,"xxanteria, isq",FUNKED UP,76.0,115348.0,Falso
1902,FUNKED UP,funk,"xxanteria, isq",FUNKED UP,66.0,103958.0,Falso
1903,Funky Cold Medina,funk,Tone-Loc,Loc-ed After Dark,53.0,248160.0,Falso
1904,Funkytown - Single Version,Sin genero,Lipps Inc.,ドライブが楽しくなる洋楽ヒッツ！70年代 DISCO,55.0,234800.0,Falso
