,Nombre,Genero,Artistas,Album,Popularidad,Duracion,Explicito
3033,Industrial,industrial,Sleep Please,Night Time: Apartment Balcony,2.0,95000.0,Falso
3034,Industrial Darkness,industrial,"Zentryc, Sukeru, GEWOONRAVES",Industrial Darkness,21.0,290823.0,Falso
3035,Industrial,industrial,"Slowboy, Rizó, NØCTRIS",Industrial,7.0,122812.0,Falso
3036,Industrial Fan - Loopable with no fade,industrial,"Erik Eriksson, Sleep Solution for Tinnitus",Loopable White Noise,24.0,90228.0,Falso
3037,Industrial Revolution,industrial,"Bear McCreary, Asdru Sierra",The Singularity,19.0,247765.0,Falso
3038,Industrial,Sin genero,Sunfall,Industrial,4.0,339750.0,sin_valor
3039,Industrial Fan (1 Hour White Noise),industrial,SleepTherapy,"Fan Sounds: White Noise to Sleep, Rest and Relax",20.0,3595000.0,Falso
3040,Industrial Fluids,industrial,despite others,Industrial Fluids,11.0,445349.0,Falso
3041,industrial,industrial,Dvstrr,Cyberia Collection Vol. 3,2.0,199366.0,Falso
3042,Industrial States of mind,industrial,H.S.Records,Industrial states,21.0,125071.0,Falso
3043,Industrial Blackout,industrial,"BloodThinnerz, Executioner",Industrial Blackout,6.0,194400.0,Falso
3044,Industrial,industrial,Elkony,Shadowmatic (Original Game Soundtrack),1.0,198000.0,Falso
3045,Industrial Messiah Complex,industrial,Full Of Hell,Garden of Burning Apparitions,15.0,87955.0,Falso
3046,Industrial,industrial,Alec Koff,Cyber Metal,1.0,192571.0,Falso
3047,Industrial Fan/Ventilator,industrial,"Sounds to Sleep to <3, Fan Sounds to Sleep to, Loopable Sleep Sounds",Fan Sounds to Sleep to,19.0,60649.0,Falso
3048,Industrial Complex,industrial,aluxaminaldrayden,Industrial Complex,15.0,230210.0,Falso
3049,Industrial,industrial,Chemicalbloo,City Scene,0.0,182971.0,Falso
3050,Iran National Anthem (Soroud-E-Rasmi-E-Jomhuri-Eslami-Iran),iranian,Hasan Riahi,Peyk-e-Soroush (Iran 1979 Islamic Revolution Memorial Songs),7.0,64493.0,Falso
3051,iranian weed,iranian,sin_artista,##before,2.0,48622.0,Verdadero
3052,Tehran Tokyo,Sin genero,Sasy,Tehran Tokyo,36.0,203102.0,Falso
3053,Iran Iran World Cup 2014,iranian,Arash,SUPERMAN,19.0,194853.0,Falso
3054,Iranian Bazaar,iranian,DJ.Stress (M.C.P),Melodic House,0.0,482000.0,Falso
3055,Daram Miram Beh Tehran,iranian,Andy,City Of Angels,31.0,241226.0,Falso
3056,Iranian,iranian,Moody Molavi,Remove Before Flight,5.0,282228.0,Falso
3057,Blow Up The Embassy,iranian,Fearless Iranians From Hell,Fearless Iranians From Hell,14.0,132106.0,sin_valor
3058,Iranian,iranian,sin_artista,Jauría,0.0,372346.0,Falso
3059,"Young, Fast, Iranians",iranian,F.U.s,Do We Really Want To Hurt You?,13.0,246653.0,Falso
3060,To Age Ba Man bashi - Persian Music,iranian,Aref,Greatest Hits 2013 (Persian music),26.0,296855.0,Falso
3061,Iranian,iranian,DJ Diego Palacio,Tribal Community,0.0,414720.0,Falso
3062,Iranian Ride,iranian,Matthias Ruckdaeschel,Middle East & North Africa & India,13.0,121960.0,Falso
3063,Irani Turkish,iranian,"Hiphopologist, Vinak, Ashkan Kagan",Peymod Be Shemroon,31.0,233333.0,Verdadero
3065,Iran,iranian,"Shahin Najafi, Golrokh Aminian",Iran,22.0,222030.0,Falso
3066,Iranian,iranian,Blotto Salas,Half Price,0.0,238576.0,Falso
3067,Iranian Klan,iranian,Fearless Iranians From Hell,Fearless Iranians From Hell,5.0,110853.0,Falso
3068,Aroom Arooom,iranian,Arian Band,Till Eternity,21.0,200647.0,Falso
3069,Iranian,iranian,Ken Silverman,Visionaries,0.0,173626.0,Falso
3070,Mano Bebakhsh,iranian,Naser Abdollahi,Mandegar (Lasting) - Iranian Pop Music,17.0,228000.0,Falso
3071,Irani Asl,iranian,Macan Band,Irani Asl,11.0,169482.0,Falso
3072,Cleared Iranian Airspace,iranian,Alexandre Desplat,Argo (Original Motion Picture Soundtrack),11.0,361675.0,Falso
3073,Iran,iranian,"Homayoun Shajarian, Sohrab Pournazeri",Iran,23.0,405312.0,Falso
3074,Gole Goldoone Man,iranian,Mohsen Karbassi,Persian Melancholia 2: Iranian Solo Piano,25.0,207235.0,sin_valor
3075,Khab - Persian Music,iranian,Aref,Greatest Hits 2013 (Persian music),21.0,261485.0,Falso
3076,Sayyad,iranian,"Alireza Eftekhari, Akbar Mohseni",Sayyad(Hunter)-Iranian Classical Music,26.0,247346.0,Falso
3077,Noosh,iranian,Sasy,Noosh,24.0,190354.0,Falso
3078,Gole Sangam,iranian,Mohsen Karbassi,Persian Melancholia 2: Iranian Solo Piano,22.0,100421.0,Falso
3079,Irane Man,iranian,Sogand,Irane Man,18.0,206367.0,Falso
3080,ouj-e-Asman,iranian,Mohammad Esfahani,Tanha Mandam(Iranian National Music),29.0,384133.0,Falso
3082,Iranian Masturbator,iranian,Dave Brockie Experience,Diarrhea of a Madman,5.0,254333.0,Falso
3083,Tehran,iranian,Hessam Bahmani,Tehran,14.0,277172.0,Falso
3084,Raz,iranian,Naser Abdollahi,Mandegar (Lasting) - Iranian Pop Music,23.0,341026.0,Falso
3085,Iran-E Javan (Vatanam),iranian,"Peyman Soltani, Shahram Nazeri",Iran-E Javan (Vatanam),21.0,215480.0,Falso
3087,Irane Man,iranian,"Satin, Tarane",sin_album,15.0,148062.0,Falso
3088,Havaye Havva,iranian,Naser Abdollahi,Havay-e Havva - Iranian Pop Music,19.0,276813.0,Falso
3089,Bogzar ze Man,iranian,"Behrad Aria, Aref",Persian Memories(Piano Solo),19.0,174499.0,Falso
3090,Fasl-e Bahar,iranian,Naser Abdollahi,Mandegar (Lasting) - Iranian Pop Music,12.0,399760.0,Falso
3091,Iran,iranian,Chaartaar,Iran,22.0,230478.0,Falso
3093,Gol-E-Man,iranian,Arian Band,2: Va Amma Eshgh,23.0,254459.0,Falso
3094,Be Man Nagoo Dooset Daram,iranian,Mohsen Karbassi,Persian Melancholia 2: Iranian Solo Piano,19.0,232984.0,Falso
3095,Iran Khanoom,iranian,Shayea,Iran Khanoom,20.0,84050.0,Falso
3097,Hadeseh,iranian,Dariush,40 Golden Hits of Dariush,20.0,332773.0,Falso
3098,Emshab Dar Sar Shoori Daram,iranian,Mohsen Karbassi,Persian Melancholia 2: Iranian Solo Piano,18.0,275193.0,Falso
3099,Zaneh Irani,iranian,Vigen,Zane Irooni,20.0,282566.0,Falso
3100,Jesus H. Macy,j-dance,Dance Gavin Dance,Acceptance Speech 2.0,29.0,205405.0,Verdadero
3101,Last Dance,j-dance,Eve,Otogi,52.0,240496.0,Falso
3102,Jesus H. Macy,j-dance,Dance Gavin Dance,sin_album,27.0,204986.0,Verdadero
3104,Just The Two Of Us,j-dance,"Dance Fruits Music, RØDY",Just The Two Of Us,33.0,160052.0,Falso
3105,LAST DANCE,j-dance,Mamoru Miyano,LAST DANCE,27.0,225536.0,Falso
3106,Jesus H. Macy (Tree City Sessions),Sin genero,Dance Gavin Dance,Tree City Sessions 2,23.0,200700.0,Verdadero
3107,Demon dance tokyo,j-dance,Eve,OFFICIAL NUMBER,40.0,240319.0,Falso
3108,Just The Two Of Us - Sped Up,j-dance,"Dance Fruits Music, RØDY",Sped Up,26.0,145907.0,Falso
3109,Street Dancer(2021 REMASTER),j-dance,Hiromi Iwasaki,TSUTSUMI KYOHEI SINGLES & FAVORITES(2021 REMASTER),30.0,309626.0,Falso
3110,Chocolate Jackalope,Sin genero,Dance Gavin Dance,Mothership,35.0,230360.0,Verdadero
3111,Tornado Dance,j-dance,DJ Shimamura,Tempocop,15.0,284000.0,Falso
3112,The Jiggler,j-dance,Dance Gavin Dance,Acceptance Speech 2.0,25.0,296383.0,Verdadero
3113,Disco (Bad dance doesn't matter),j-dance,chelmico,maze,33.0,223773.0,sin_valor
3114,The Jiggler,j-dance,Dance Gavin Dance,Acceptance Speech,24.0,294640.0,Verdadero
3115,LAST DANCE,j-dance,Mamoru Miyano,THE ENTERTAINMENT,23.0,226986.0,Falso
3116,SUMMER JAM,j-dance,"Dance Fruits Music, Steve Void",SUMMER JAM,35.0,142080.0,Falso
3117,Last Dance,j-dance,Linobu,20,27.0,165011.0,Falso
3118,The Jiggler (Tree City Sessions) (Live),j-dance,Dance Gavin Dance,Tree City Sessions (Live),19.0,293093.0,Verdadero
3119,ALR1GHT,j-dance,DJ Shimamura,TANO*C EXTRA,21.0,152000.0,Falso
3120,Girls Just Wanna Have Fun,j-dance,Dance Fruits Music,Girls Just Wanna Have Fun,31.0,158066.0,Falso
3121,Simple and Clean,j-dance,J-Music Ensemble,Time to Play,23.0,396609.0,Falso
3122,SUMMER JAM,j-dance,"Dance Fruits Music, Steve Void",Summer Hits 2023,29.0,142080.0,Falso
3123,slow dance,Sin genero,SUNEOHAIR,slow dance,27.0,313760.0,Falso
3124,Big Jet Plane,j-dance,Dance Fruits Music,Big Jet Plane,22.0,143568.0,Falso
3125,エイジアン・ダンサー,j-dance,fox capture plan,Fragile,22.0,350293.0,Falso
3126,For The Jeers,j-dance,Dance Gavin Dance,Jackpot Juicer,37.0,251454.0,Verdadero
3127,エゾシカ・ダンス!!,j-dance,ミドリ,清水,17.0,235400.0,Falso
3128,Petting Zoo Justice,j-dance,Dance Gavin Dance,Mothership,32.0,207173.0,Verdadero
3129,Flower Dance Pt.2,j-dance,"DJ Okawari, Emily Styler",Restore,27.0,250386.0,Falso
3130,Mighty Is Our God,j-dance,"J. Daniel Smith, Integrity's Hosanna! Music",Mighty God,24.0,135960.0,Falso
3131,petal dance,j-dance,[.que],Any,16.0,250000.0,Falso
3132,Awesome God,j-dance,"J. Daniel Smith, Integrity's Hosanna! Music",Mighty God,22.0,97666.0,Falso
3133,おにけもだんす,j-dance,いろはにほへっと あやふぶみ,おにけもだんす,28.0,260419.0,Falso
3134,He Who Began a Good Work,j-dance,"J. Daniel Smith, Integrity's Hosanna! Music",Mighty God,21.0,206026.0,Falso
3135,Discovery,Sin genero,DJ Shimamura,TANO*C EXTRA,16.0,152000.0,Falso
3136,Leave Her Johnny (Sea Shanty),j-dance,"Dance Fruits Music, Steve Void",Leave Her Johnny (Sea Shanty),33.0,115250.0,Falso
3137,Rainy Dance Flooor,j-dance,UNCHAIN,Eat The Moon,13.0,260372.0,Falso
3138,For The Jeers (Instrumental),j-dance,Dance Gavin Dance,Jackpot Juicer (Instrumental),17.0,251454.0,Falso
3139,Bass,j-dance,yutaka hirasaka,SLOW DANCE,18.0,200384.0,Falso
3140,Long Nights In Jail,j-dance,Dance Gavin Dance,Jackpot Juicer,35.0,184197.0,Verdadero
3141,NIGHT DANCER,j-dance,sin_artista,J-POP & J-ROCK : JAPAN BEST HITS,21.0,210453.0,Falso
3142,DEER,j-dance,J DanielDDMG,DEER,0.0,74680.0,Falso
3144,Sunset,j-dance,J DanielDDMG,Sunset,0.0,88512.0,Falso
3145,SUN DANCE,j-dance,"LUCA, haruka nakamura",the world,20.0,272007.0,Falso
3146,Me And Zoloft Get Along Just Fine,j-dance,Dance Gavin Dance,Dance Gavin Dance,31.0,186066.0,Verdadero
3147,EZ DO DANCE - 7' MIX,j-dance,TRF,TRF 15th Anniversary BEST - MEMORIES -,19.0,270960.0,Falso
3148,Me and Zoloft Get Along Just Fine (Tree City Sessions) (Live),j-dance,Dance Gavin Dance,Tree City Sessions (Live),20.0,188746.0,Verdadero
3149,sure danse,j-dance,Kome Kome Club,KOMEGUNY,37.0,222200.0,Falso
3150,Joker Flag,j-idol,IDOLiSH7,MONSTER GENERATiON,17.0,283293.0,Falso
3151,IDOL - Japanese ver.,j-idol,BTS,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,36.0,223213.0,Falso
3152,Joker Flag,j-idol,IDOLiSH7,i7,20.0,282293.0,Falso
3153,super idol but it's chill,j-idol,Heiakim,super idol but it's chill,36.0,112258.0,Falso
3154,sin_nombre,j-idol,Billy Idol,Idolize Yourself: The Very Best Of Billy Idol,32.0,255047.0,Falso
3155,IDOL - Japanese ver.,j-idol,BTS,Lights/Boy With Luv,29.0,222173.0,Falso
3156,Plastic Jesus,j-idol,Billy Idol,Devil's Playground,18.0,293453.0,Falso
3157,FAKE IDOL,j-idol,Nakuru Aitsuki,FAKE IDOL,23.0,196591.0,sin_valor
3158,"One Of The Girls (with JENNIE, Lily Rose Depp)",j-idol,"The Weeknd, JENNIE, Lily-Rose Depp",The Idol Episode 4 (Music from the HBO Original Series),87.0,244684.0,Falso
3159,Ψ発見伝！,j-idol,Dempagumi.Inc,Ψ発見伝！,24.0,236842.0,Falso
3160,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),j-idol,"The Weeknd, Playboi Carti, Madonna",Popular (Music from the HBO Original Series),81.0,215466.0,Verdadero
3161,Idol - Metal Version,j-idol,二口魔菜 Futakuchi Mana,Idol (Metal Version),28.0,227934.0,Falso
3162,"Fire! (feat. YUQI ((G)I-DLE), JVKE)",j-idol,"Alan Walker, YUQI, JVKE, (G)I-DLE","Fire! (feat. YUQI ((G)I-DLE), JVKE)",67.0,123624.0,Falso
3163,YOU & IDOL,j-idol,Soutaiseiriron,TOWN AGE,30.0,228533.0,Falso
3164,White Wedding (Pts. 1 & 2) - Shotgun Mix / Remastered 2001,j-idol,Billy Idol,Vital Idol,45.0,505093.0,Falso
3165,IDOL - Japanese ver.,j-idol,BTS,"BTS, THE BEST",25.0,223200.0,Falso
3166,sin_nombre,j-idol,"Domo Genesis, The Alchemist",No Idols,54.0,139506.0,Verdadero
3167,热爱105°C的你 Super Idol - Multilingual,j-idol,Kitsui Akira,热爱105°C的你 Super Idol (Multilingual),24.0,193894.0,Falso
3168,My Idol,j-idol,"Jordana, Paul Cherry",My Idol,38.0,193973.0,Falso
3169,sin_nombre,j-idol,lynch.,ULTIMA<通常盤>,26.0,237289.0,Falso
3170,Jealous Guy,j-idol,The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),52.0,209655.0,Falso
3171,[Idolism],j-idol,ぐちり,酔生夢死,17.0,77714.0,Falso
3172,"False Idols (with Lil Baby, Suzanna Son)",j-idol,"The Weeknd, Lil Baby, Suzanna Son",The Idol Episode 5 Part 1 (Music from the HBO Original Series),59.0,262229.0,Verdadero
3173,TITLE IDOL,j-idol,Pastel*Palettes,sin_album,16.0,268366.0,Falso
3174,テレフォン・ナンバー,j-idol,Junko Ohashi,City Pop Essentials - Idols -,51.0,239013.0,Falso
3175,SUPER IDOL,j-idol,"SKY-HI, Nissy",SUPER IDOL,44.0,195786.0,Falso
3176,never meet your idols,j-idol,jaydes,heartpacing,40.0,103798.0,Verdadero
3177,Kashokusei: Idol Shoukougun,j-idol,Suzumu,Exit Tunes Presents Vocaloextra,15.0,249100.0,Falso
3178,Queencard,j-idol,(G)I-DLE,I feel,71.0,161240.0,Falso
3179,Ψ発見伝！,j-idol,Dempagumi.Inc,ワレワレハデンパグミインクダ,20.0,238636.0,Falso
3180,W,j-idol,"Doobie Danx, Jaedawn",Anything But Idol,38.0,154173.0,Verdadero
3181,Idol - Remix,j-idol,"dj-Jo, Miori Celesta",Idol (Remix),18.0,230010.0,Falso
3182,"Fill The Void (with Lily Rose Depp, Ramsey)",j-idol,"The Weeknd, Lily-Rose Depp, Ramsey",The Idol Episode 4 (Music from the HBO Original Series),66.0,185751.0,Falso
3183,S.O.W. Sense of Wonder,j-idol,Idoling!!!,Sunrise (Standard Edition),21.0,240706.0,Falso
3184,Super Lady,j-idol,(G)I-DLE,2,69.0,152186.0,Falso
3185,トライ・エヴリシング - Dream Ami version,j-idol,Dream Ami,トライ・エヴリシング,17.0,198066.0,Falso
3186,"No Idols (feat. Tyler, The Creator)",j-idol,"Domo Genesis, The Alchemist, Tyler, The Creator",No Idols,36.0,226733.0,Verdadero
3187,IDOL,j-idol,HoneyComeBear,IDOL,19.0,273500.0,Falso
3188,Fate,j-idol,(G)I-DLE,2,68.0,161546.0,Falso
3189,FAKE IDOL,j-idol,Nakuru Aitsuki,Counterfeit,8.0,196591.0,sin_valor
3190,"Elimination Chamber (feat. Earl Sweatshirt, Vince Staples & Action Bronson)",Sin genero,"Domo Genesis, The Alchemist, Earl Sweatshirt, Vince Staples, Action Bronson",No Idols,43.0,224800.0,Verdadero
3191,Rebirth,j-idol,TELECiDE,TELECiDE 2nd EP,16.0,252973.0,Falso
3192,TOMBOY,j-idol,(G)I-DLE,I NEVER DIE,67.0,174386.0,Falso
3193,JAMIE's FLAG,j-idol,MAD JAMIE,JAMIE's FLAG,16.0,194080.0,Falso
3194,Gamebreaker (feat. Earl Sweatshirt),j-idol,"Domo Genesis, The Alchemist, Earl Sweatshirt",No Idols,43.0,147453.0,Verdadero
3195,Dreaming Days,j-idol,hololive IDOL PROJECT,Dreaming Days,21.0,244642.0,Falso
3196,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),j-idol,"The Weeknd, Playboi Carti, Madonna",Popular (Music from the HBO Original Series),54.0,215466.0,Falso
3197,L！L！L！ (Love the Life We Live),j-idol,Nijigasaki High School Idol Club,L！L！L！ (Love the Life We Live),16.0,249960.0,Falso
3198,Nxde,j-idol,(G)I-DLE,I love,66.0,178453.0,Falso
3199,Yes! Idol Sengen,j-idol,クリティクリスタ,"TV Anime ""Show By Rock!!"" Criticrista Insert Song ""Yes! Idol Sengen""",7.0,193400.0,Falso
3201,K-POP,j-pop,"Travis Scott, Bad Bunny, The Weeknd",K-POP,68.0,185220.0,Verdadero
3202,Junction,j-pop,Popcaan,Junction-Single,30.0,187186.0,Verdadero
3203,K-POP (feat. Bad Bunny & The Weeknd),j-pop,"Travis Scott, Bad Bunny, The Weeknd",UTOPIA,60.0,185220.0,Verdadero
3204,アイドル,j-pop,YOASOBI,アイドル,70.0,213233.0,Falso
3205,K-POP,j-pop,"Travis Scott, Bad Bunny, The Weeknd",K-POP,45.0,185220.0,sin_valor
3206,Just My Type (feat. Poppy),j-pop,"We Bare Bears, Poppy",We Bare Bears (Original Television Soundtrack),18.0,112983.0,Falso
3207,K-POP,j-pop,Travis Scott,K-POP (Chopped & Screwed),36.0,185220.0,Verdadero
3208,Mayonaka no Door / Stay With Me,j-pop,Miki Matsubara,Miki Matsubara Best Collection,69.0,312293.0,Falso
3209,Super Shy,j-pop,NewJeans,sin_album,77.0,154666.0,Falso
3210,Jah Love (Remix),j-pop,"Zamunda, Popcaan, Dre Island",Jah Love Surround Me,21.0,266660.0,Falso
3211,Knockoff,j-pop,Poppy,Zig,40.0,184518.0,Verdadero
3212,sin_nombre,Sin genero,YOASOBI,夜に駆ける,64.0,261013.0,Falso
3213,Magnetic,j-pop,ILLIT,SUPER REAL ME,86.0,160688.0,Falso
3214,Jungle Justice,j-pop,Popcaan,Jungle Justice,21.0,151836.0,Verdadero
3215,K-POP - Instrumental,j-pop,"Travis Scott, Bad Bunny, The Weeknd",K-POP (Chopped & Screwed),26.0,185220.0,Falso
3216,J-POP,j-pop,Mowmow Lulu Gyaban,クロなら結構です,5.0,203306.0,Falso
3217,Queencard,j-pop,(G)I-DLE,I feel,71.0,161240.0,Falso
3218,JEALOUSY DIE SLOW,j-pop,Popcaan,FIXTAPE,19.0,170109.0,Verdadero
3219,K-POP,j-pop,BLITZERS,SEAT-BELT,23.0,194560.0,Falso
3220,J-POP,j-pop,Koresawa,ジエイポップ,16.0,263160.0,Falso
3221,LALALALA,j-pop,Stray Kids,ROCK-STAR,73.0,182224.0,Falso
3223,K-POP - Chopped & Screwed,j-pop,"Travis Scott, Bad Bunny, The Weeknd",sin_album,24.0,273313.0,Verdadero
3224,J-POP,Sin genero,TsuShiMaMiRe,Sex on the Beach,1.0,161180.0,Falso
3226,Jah Is for Me,j-pop,Popcaan,Vanquish,18.0,171390.0,Verdadero
3227,K-POP - Sped Up,j-pop,"Travis Scott, Bad Bunny, The Weeknd",K-POP (Chopped & Screwed),24.0,145530.0,Verdadero
3228,J-Pop,j-pop,Xinlisupreme,J-Pop,1.0,209650.0,Falso
3229,Khaos x4,j-pop,Poppy,sin_album,33.0,177153.0,Falso
3230,Jah Jah Protect Me,j-pop,Popcaan,Birthday Riddim,20.0,207040.0,Falso
3231,SHEESH,j-pop,BABYMONSTER,BABYMONS7ER,82.0,170356.0,Falso
3232,J-POP,j-pop,Half-Life,REI.(2022ReMasterd)LIVE at Shibuya CYCLONE TOKYO,3.0,281769.0,Falso
3233,K-POP - (TECHNO SPED UP),j-pop,"FAST BASSTON, BASSTON",K-POP - (TECHNO SPED UP),22.0,157166.0,sin_valor
3234,Mr. Jones (feat. Anuel AA),j-pop,"Pop Smoke, Anuel AA",Faith (Deluxe),44.0,229253.0,Verdadero
3235,FLOWER,j-pop,JISOO,ME,66.0,173134.0,Falso
3236,J-Pop,Sin genero,NEONshe,J-POP,0.0,184319.0,Falso
3237,Knockoff,j-pop,Poppy,Knockoff,31.0,184518.0,Verdadero
3238,J-POPSTAR,j-pop,"Aile The Shota, SKY-HI",Epilogue,22.0,179240.0,Falso
3239,K-Pop,j-pop,SVRM,K-Pop,17.0,63854.0,Falso
3240,J-Pop,j-pop,Halfbrick,Band Stars (Original Game Soundtrack),0.0,60289.0,Falso
3241,K-POP,j-pop,J1Hunnit,"Nevermind, I'll Do It",7.0,149704.0,Verdadero
3242,Mr. Jones (feat. Future),j-pop,"Pop Smoke, Future",Faith (Deluxe),33.0,214925.0,Verdadero
3243,Kisses for Breakfast,j-pop,"Melissa Steel, Popcaan",Kisses for Breakfast,40.0,211121.0,Falso
3244,J-Pop,j-pop,Koresawa,Jiei Pop,0.0,263160.0,Falso
3245,Killy (feat. Popcaan),j-pop,"J Hus, Popcaan",Beautiful And Brutal Yard,36.0,183253.0,Verdadero
3246,Only Jah Know,j-pop,"Popcaan, Notnice",Only Jah Know,29.0,164586.0,Falso
3247,K-Pop,Sin genero,03 Amos,K-Pop,3.0,157570.0,Verdadero
3248,J-Pop,j-pop,NoRealKind,HeartBręakKid,0.0,142285.0,Verdadero
3249,k-pop star,j-pop,Princesa Alba,"besitos, cuídate (Deluxe)",24.0,137995.0,Falso
3250,Lepaskan Diriku,j-rock,J-Rocks,Topeng Sahabat,56.0,236960.0,Falso
3251,ROCKSTAR,j-rock,Junior H,$AD BOYZ 4 LIFE II,78.0,168677.0,sin_valor
3252,Stand Out Fit In,j-rock,ONE OK ROCK,Eye of the Storm,56.0,214573.0,Falso
3253,J-Rock,j-rock,The Skinny,"Dig On It (feat. Kyle Asche, Ben Paterson, Jake Vinsel, Mike Schlick)",0.0,92386.0,Falso
3254,Rockstar In His Prime,j-rock,sin_artista,Fighting Demons (Deluxe),55.0,180750.0,Verdadero
3256,J-rock,j-rock,Apocalyptic Universe,J-rock,0.0,96000.0,Falso
3257,Jukebox Joints (feat. Joe Fox & Kanye West),j-rock,"A$AP Rocky, Joe Fox, Kanye West",AT.LONG.LAST.A$AP,67.0,323960.0,Verdadero
3258,Wasted Nights,j-rock,ONE OK ROCK,Eye of the Storm,49.0,224746.0,Falso
3259,J-Rock,j-rock,StudioKolomna,Rock 2,0.0,118435.0,Falso
3260,Pots and Pans,j-rock,"Rick Ross, J Rock",Port Of Miami,25.0,275506.0,Verdadero
3261,Oddloop,j-rock,frederic,oddloop,50.0,255293.0,Falso
3262,Rockstar In His Prime,j-rock,Juice WRLD,Fighting Demons (Deluxe),26.0,180750.0,Falso
3263,Vandalize,j-rock,sin_artista,Vandalize,42.0,194695.0,Verdadero
3264,Just Like Heaven,j-rock,sin_artista,Lullaby Renditions of the Cure,27.0,257546.0,Falso
3265,Vandalize,j-rock,ONE OK ROCK,Luxury Disease,46.0,194695.0,Verdadero
3266,sin_nombre,j-rock,Rockabye Baby!,Lullaby Renditions of Bob Marley,24.0,369413.0,sin_valor
3267,Clock Strikes,j-rock,ONE OK ROCK,JINSEI KAKETE BOKU WA,50.0,235346.0,Falso
3268,Jolene,j-rock,Rockabye Baby!,Lullaby Renditions of Dolly Parton,21.0,161280.0,Falso
3269,Save Yourself - Japanese Version,j-rock,ONE OK ROCK,Luxury Disease (Japanese Version),36.0,197995.0,Falso
3270,Just the Way You Are,j-rock,Rockabye Baby!,Lullaby Renditions of Bruno Mars,21.0,219492.0,Falso
3271,Save Yourself,j-rock,ONE OK ROCK,Save Yourself,38.0,197995.0,Falso
3272,Just Dance,j-rock,Rockabye Baby!,Lullaby Renditions of Lady Gaga,17.0,171120.0,Falso
3273,Yokubou ni michita seinendan,j-rock,ONE OK ROCK,Zeitakubyō,43.0,202200.0,Falso
3276,Jailhouse Rock,j-rock,Rockabye Baby!,sin_album,18.0,171000.0,Falso
3277,Save Yourself - Japanese Version,j-rock,ONE OK ROCK,Save Yourself,30.0,197995.0,Falso
3278,Vandalize - Japanese Version,j-rock,ONE OK ROCK,sin_album,36.0,194695.0,Verdadero
3279,Jolene,j-rock,Rockabye Baby!,Lullaby Renditions of the White Stripes,17.0,180120.0,Falso
3281,JD,j-rock,A$AP Rocky,AT.LONG.LAST.A$AP,46.0,105826.0,Verdadero
3282,Jibun ROCK,j-rock,ONE OK ROCK,Niche Syndrome,37.0,227040.0,Falso
3283,sin_nombre,Sin genero,J-Rocks,Topeng Sahabat,53.0,233640.0,Falso
3284,Prove - Japanese Version,j-rock,ONE OK ROCK,Luxury Disease (Japanese Version),35.0,226769.0,Falso
3285,Fallin' In Love,j-rock,J-Rocks,J-Rocks Nescafe Journey,52.0,252786.0,Falso
3286,Eye of the Storm,j-rock,ONE OK ROCK,Eye of the Storm,37.0,182933.0,Falso
3287,Jodye,j-rock,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),42.0,260760.0,Verdadero
3288,Sacrifice,j-rock,9mm Parabellum Bullet,Sacrifice,37.0,206533.0,Falso
3289,Kau Curi Lagi (feat. Prisa),j-rock,"J-Rocks, Prisa",Spirit,50.0,292293.0,sin_valor
3290,hikikomori rock,j-rock,Haze,hikikomori rock,31.0,180000.0,Falso
3291,Hey Jude,j-rock,Rockabye Baby!,Lullaby Renditions of the Beatles,37.0,273400.0,Falso
3292,Vandalize - Japanese Version,j-rock,ONE OK ROCK,Vandalize,28.0,194695.0,Verdadero
3293,Cobalah Kau Mengerti,j-rock,J-Rocks,Spirit,48.0,234600.0,Falso
3294,C.h.a.o.s.m.y.t.h.,j-rock,ONE OK ROCK,Zankyō Reference,45.0,318426.0,Falso
3295,Party Tonight,j-rock,J-ROCK'S,Party Tonight,20.0,156089.0,Falso
3297,Meraih Mimpi,j-rock,J-Rocks,Road to Abbey,42.0,196253.0,Falso
3298,When They Turn the Lights On,j-rock,ONE OK ROCK,Luxury Disease (Japanese Version),40.0,207395.0,Falso
3299,Jumped Out the Whip (feat. A$AP Rocky),j-rock,"Gucci Mane, A$AP Rocky",Mr. Davis,29.0,216373.0,Verdadero
3300,Jazz,jazz,Lil Double 0,Walk Down World,51.0,152958.0,Verdadero
3301,jazz is for ordinary people,jazz,berlioz,jazz is for ordinary people,62.0,164000.0,Falso
3303,Jazz,jazz,Mick Jenkins,The Water (S),44.0,260160.0,Verdadero
3304,Jazzy Belle,jazz,Outkast,ATLiens,50.0,251666.0,Verdadero
3306,Jazz Suite No. 2: VI. Waltz 2,jazz,"Dmitri Shostakovich, Russian State Symphony Orchestra, Dmitry Yablonsky",Shostakovich: Jazz Suites Nos. 1 - 2 / The Bolt / Tahiti Trot,57.0,193600.0,Falso
3307,Jazz,jazz,We Dream In Anime,Jazz,29.0,50408.0,Falso
3308,Jazz Hands,jazz,"XANAKIN SKYWOK, Sadfriendd",Jazz Hands,47.0,104930.0,Verdadero
3309,JAZZ,jazz,sin_artista,JAZZ,22.0,96120.0,Falso
